,Membres,Missions,Compétences,Certifications,Combined
146,"Nom: David Lee, Code: LPS00185118, Coefficient: 170, Profil: Junior, Localisation: Mtp, Equipe: MSBI, Manager: Joshua Wells, ","[""Mission Direction de projet à 80% d'occupation chez Bouygues du 2023-10-03 au 2024-01-03"", ""Mission Direction de projet à 20% d'occupation chez Dalkia du 2023-11-24 au 2023-12-12"", ""Mission Direction de projet à 20% d'occupation chez Enedis du 2023-11-22 au 2023-11-23"", ""Mission Direction de projet à 80% d'occupation chez Engie du 2023-11-10 au 2024-01-17""]","['Compétent en AWS Cloudformation à un niveau expert', 'Compétent en BRAINWAVE iGRC à un niveau bon', 'Compétent en Oracle ATG eCommerce à un niveau faible', 'Compétent en ServiceNow Development à un niveau faible']","[""Certifié SAFe 4 Cert DevOpsPractitioner (SAFEDEVO) depuis le 2024-02-23 et jusqu'au 2025-08-22"", ""Certifié Salesforce Cert FieldSrvceCons (SFCFSC) depuis le 2022-11-10 et jusqu'au 2025-06-01"", ""Certifié Salesforce Data Arch & MgtDes (SFDAMGDE) depuis le 2024-04-21 et jusqu'au 2027-03-22""]","Nom: David Lee, Code: LPS00185118, Coefficient: 170, Profil: Junior, Localisation: Mtp, Equipe: MSBI, Manager: Joshua Wells, [Mission Direction de projet à 80% d'occupation chez Bouygues du 2023-10-03 au 2024-01-03, Mission Direction de projet à 20% d'occupation chez Dalkia du 2023-11-24 au 2023-12-12, Mission Direction de projet à 20% d'occupation chez Enedis du 2023-11-22 au 2023-11-23, Mission Direction de projet à 80% d'occupation chez Engie du 2023-11-10 au 2024-01-17], ['Compétent en AWS Cloudformation à un niveau expert', 'Compétent en BRAINWAVE iGRC à un niveau bon', 'Compétent en Oracle ATG eCommerce à un niveau faible', 'Compétent en ServiceNow Development à un niveau faible'], [Certifié SAFe 4 Cert DevOpsPractitioner (SAFEDEVO) depuis le 2024-02-23 et jusqu'au 2025-08-22, Certifié Salesforce Cert FieldSrvceCons (SFCFSC) depuis le 2022-11-10 et jusqu'au 2025-06-01, Certifié Salesforce Data Arch & MgtDes (SFDAMGDE) depuis le 2024-04-21 et jusqu'au 2027-03-22]"
147,"Nom: David Lewis, Code: 401930, Coefficient: 100, Profil: Junior, Localisation: Paris, Equipe: MSBI, Manager: George Rodriguez, ","[""Mission Pilotage BT à 50% d'occupation chez Fraikin du 2024-07-06 au 2025-01-18"", ""Mission Pilotage BT à 10% d'occupation chez La Poste du 2025-02-03 au 2025-03-06"", 'En congés à 100% du 2025-01-19 au 2025-02-02']","['Compétent en Administration des systèmes à un niveau faible', 'Compétent en OBIEE à un niveau faible', 'Compétent en Ordonnancement à un niveau très bon', 'Compétent en RESTful (Rest-APIs) à un niveau très bon', 'Compétent en Spring Boot à un niveau expert', 'Compétent en Spring Boot à un niveau expert']","[""Certifié SCALED AGILE, SAFe Practit, SP (ACP) depuis le 2019-12-04 et jusqu'au 2022-11-25"", ""Certifié Usability Testing Edit / CU (UX-UTE) depuis le 2020-03-11 et jusqu'au 2022-12-14""]","Nom: David Lewis, Code: 401930, Coefficient: 100, Profil: Junior, Localisation: Paris, Equipe: MSBI, Manager: George Rodriguez, [Mission Pilotage BT à 50% d'occupation chez Fraikin du 2024-07-06 au 2025-01-18, Mission Pilotage BT à 10% d'occupation chez La Poste du 2025-02-03 au 2025-03-06, 'En congés à 100% du 2025-01-19 au 2025-02-02'], ['Compétent en Administration des systèmes à un niveau faible', 'Compétent en OBIEE à un niveau faible', 'Compétent en Ordonnancement à un niveau très bon', 'Compétent en RESTful (Rest-APIs) à un niveau très bon', 'Compétent en Spring Boot à un niveau expert', 'Compétent en Spring Boot à un niveau expert'], [Certifié SCALED AGILE, SAFe Practit, SP (ACP) depuis le 2019-12-04 et jusqu'au 2022-11-25, Certifié Usability Testing Edit / CU (UX-UTE) depuis le 2020-03-11 et jusqu'au 2022-12-14]"
148,"Nom: David Meyer, Code: LPS00303413, Coefficient: 170, Profil: Expert, Localisation: Mtp, Equipe: Data Integration, Manager: Courtney Love, ","[""Mission MsBI/BO à 20% d'occupation chez BPCE du 2025-02-01 au 2025-03-08"", ""Mission MsBI/BO à 70% d'occupation chez Bouygues du 2025-03-24 au 2025-12-18"", ""Mission MsBI/BO à 30% d'occupation chez COVEA du 2025-10-09 au 2026-10-07"", ""Mission MsBI/BO à 20% d'occupation chez Club Med du 2024-08-15 au 2024-10-20"", ""Mission MsBI/BO à 80% d'occupation chez Dalkia du 2024-09-06 au 2025-04-11"", ""Mission MsBI/BO à 20% d'occupation chez LVMH du 2023-11-09 au 2023-12-17"", ""Mission MsBI/BO à 80% d'occupation chez Orange du 2023-11-09 au 2024-10-27"", 'En congés à 100% du 2025-03-09 au 2025-03-23']","['Compétent en APM(Outils de Mgt de la perf) à un niveau bon', 'Compétent en Gouvernance Données Roadmap à un niveau expert', 'Compétent en Symfony à un niveau bon', 'Compétent en Visual Basic à un niveau faible']","[""Certifié Ingénieur junior (ING JR) depuis le 2021-12-02 et jusqu'au 2024-02-11"", ""Certifié OutSystems Asso Dev (OSAD) depuis le 2021-09-24 et jusqu'au 2023-11-05""]","Nom: David Meyer, Code: LPS00303413, Coefficient: 170, Profil: Expert, Localisation: Mtp, Equipe: Data Integration, Manager: Courtney Love, [Mission MsBI/BO à 20% d'occupation chez BPCE du 2025-02-01 au 2025-03-08, Mission MsBI/BO à 70% d'occupation chez Bouygues du 2025-03-24 au 2025-12-18, Mission MsBI/BO à 30% d'occupation chez COVEA du 2025-10-09 au 2026-10-07, Mission MsBI/BO à 20% d'occupation chez Club Med du 2024-08-15 au 2024-10-20, Mission MsBI/BO à 80% d'occupation chez Dalkia du 2024-09-06 au 2025-04-11, Mission MsBI/BO à 20% d'occupation chez LVMH du 2023-11-09 au 2023-12-17, Mission MsBI/BO à 80% d'occupation chez Orange du 2023-11-09 au 2024-10-27, 'En congés à 100% du 2025-03-09 au 2025-03-23'], ['Compétent en APM(Outils de Mgt de la perf) à un niveau bon', 'Compétent en Gouvernance Données Roadmap à un niveau expert', 'Compétent en Symfony à un niveau bon', 'Compétent en Visual Basic à un niveau faible'], [Certifié Ingénieur junior (ING JR) depuis le 2021-12-02 et jusqu'au 2024-02-11, Certifié OutSystems Asso Dev (OSAD) depuis le 2021-09-24 et jusqu'au 2023-11-05]"
149,"Nom: David Sanchez, Code: 493525, Coefficient: 170, Profil: Expert, Localisation: Paris, Equipe: Data Integration, Manager: William Arnold, ","[""Mission Data Ing + Data S. à 10% d'occupation chez BPCE du 2025-12-03 au 2026-01-24"", 'Disponible à 80% du 2024-05-18 au 2024-12-17', ""Mission Data Ing + Data S. à 90% d'occupation chez Engie du 2025-08-02 au 2026-02-09"", ""Mission Data Ing + Data S. à 10% d'occupation chez Fraikin du 2025-01-02 au 2025-10-25"", 'En congés à 100% du 2024-12-18 au 2025-01-01']","['En congés à 100% du 2024-12-18 au 2025-01-01', 'Compétent en Industrie minière à un niveau faible', 'Compétent en Soutien à la production à un niveau expert', 'Compétent en Sécurité des ordinateurs à un niveau bon']","[""Certifié SCALED AGILE, SAFe Practit, SP (ACP) depuis le 2023-06-22 et jusqu'au 2025-10-26"", ""Certifié Cloud Digital Leader (CLDDIGLD) depuis le 2023-09-19 et jusqu'au 2026-02-22""]","Nom: David Sanchez, Code: 493525, Coefficient: 170, Profil: Expert, Localisation: Paris, Equipe: Data Integration, Manager: William Arnold, [Mission Data Ing + Data S. à 10% d'occupation chez BPCE du 2025-12-03 au 2026-01-24, 'Disponible à 80% du 2024-05-18 au 2024-12-17', Mission Data Ing + Data S. à 90% d'occupation chez Engie du 2025-08-02 au 2026-02-09, Mission Data Ing + Data S. à 10% d'occupation chez Fraikin du 2025-01-02 au 2025-10-25, 'En congés à 100% du 2024-12-18 au 2025-01-01'], ['En congés à 100% du 2024-12-18 au 2025-01-01', 'Compétent en Industrie minière à un niveau faible', 'Compétent en Soutien à la production à un niveau expert', 'Compétent en Sécurité des ordinateurs à un niveau bon'], [Certifié SCALED AGILE, SAFe Practit, SP (ACP) depuis le 2023-06-22 et jusqu'au 2025-10-26, Certifié Cloud Digital Leader (CLDDIGLD) depuis le 2023-09-19 et jusqu'au 2026-02-22]"
150,"Nom: David Williams, Code: LPS00331301, Coefficient: 115, Profil: Confirmé, Localisation: Paris, Equipe: TALEND, Manager: Daniel Scott, ","[""Mission UX à 80% d'occupation chez COVEA du 2026-03-26 au 2026-10-16"", ""Mission UX à 20% d'occupation chez Dalkia du 2024-06-04 au 2025-03-03"", ""Mission UX à 20% d'occupation chez Engie du 2025-11-13 au 2026-06-12"", ""Mission UX à 80% d'occupation chez LVMH du 2025-01-01 au 2025-12-03"", ""Mission UX à 20% d'occupation chez Société Générale du 2026-08-28 au 2026-09-06""]","['Compétent en Architecture infrastructure à un niveau expert', 'Compétent en Elastic Search à un niveau expert', 'Compétent en Google Analytics à un niveau très bon', 'Compétent en IONIC à un niveau faible', 'Compétent en Test boîte noire à un niveau faible', 'Compétent en UiPath Studio X à un niveau bon']","[""Certifié Salesforce Data Arch & MgtDes (SFDAMGDE) depuis le 2022-07-25 et jusqu'au 2024-10-18"", ""Certifié SOA Certified Consultant (SOACC) depuis le 2019-12-10 et jusqu'au 2021-10-06"", ""Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2022-07-29 et jusqu'au 2024-01-04""]","Nom: David Williams, Code: LPS00331301, Coefficient: 115, Profil: Confirmé, Localisation: Paris, Equipe: TALEND, Manager: Daniel Scott, [Mission UX à 80% d'occupation chez COVEA du 2026-03-26 au 2026-10-16, Mission UX à 20% d'occupation chez Dalkia du 2024-06-04 au 2025-03-03, Mission UX à 20% d'occupation chez Engie du 2025-11-13 au 2026-06-12, Mission UX à 80% d'occupation chez LVMH du 2025-01-01 au 2025-12-03, Mission UX à 20% d'occupation chez Société Générale du 2026-08-28 au 2026-09-06], ['Compétent en Architecture infrastructure à un niveau expert', 'Compétent en Elastic Search à un niveau expert', 'Compétent en Google Analytics à un niveau très bon', 'Compétent en IONIC à un niveau faible', 'Compétent en Test boîte noire à un niveau faible', 'Compétent en UiPath Studio X à un niveau bon'], [Certifié Salesforce Data Arch & MgtDes (SFDAMGDE) depuis le 2022-07-25 et jusqu'au 2024-10-18, Certifié SOA Certified Consultant (SOACC) depuis le 2019-12-10 et jusqu'au 2021-10-06, Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2022-07-29 et jusqu'au 2024-01-04]"
151,"Nom: Deanna Mcintosh, Code: 499087, Coefficient: 170, Profil: Junior, Localisation: Tours, Equipe: Data Management, Manager: Stacie Mcdaniel, ","[""Mission Datastage à 20% d'occupation chez BPCE du 2024-06-06 au 2024-12-28"", 'Disponible à 20% du 2025-09-25 au 2026-04-04', ""Mission Datastage à 80% d'occupation chez La Poste du 2024-12-04 au 2025-11-30""]","['Compétent en Conception à un niveau faible', 'Compétent en Conception à un niveau faible', 'Compétent en Prise de décisions à un niveau très bon']","[""Certifié Informatica PC DataInteg Cert (IPCDIC) depuis le 2021-06-13 et jusqu'au 2023-02-26"", ""Certifié Mendix - Become a Rapid Dvlpr (MENDIX) depuis le 2020-01-23 et jusqu'au 2021-02-12""]","Nom: Deanna Mcintosh, Code: 499087, Coefficient: 170, Profil: Junior, Localisation: Tours, Equipe: Data Management, Manager: Stacie Mcdaniel, [Mission Datastage à 20% d'occupation chez BPCE du 2024-06-06 au 2024-12-28, 'Disponible à 20% du 2025-09-25 au 2026-04-04', Mission Datastage à 80% d'occupation chez La Poste du 2024-12-04 au 2025-11-30], ['Compétent en Conception à un niveau faible', 'Compétent en Conception à un niveau faible', 'Compétent en Prise de décisions à un niveau très bon'], [Certifié Informatica PC DataInteg Cert (IPCDIC) depuis le 2021-06-13 et jusqu'au 2023-02-26, Certifié Mendix - Become a Rapid Dvlpr (MENDIX) depuis le 2020-01-23 et jusqu'au 2021-02-12]"
152,"Nom: Deanna Rice, Code: 475138, Coefficient: 170, Profil: Confirmé, Localisation: Mtp, Equipe: MSBI, Manager: Nicole Miller, ","[""Mission Informatica stambia, talend, datastage à 30% d'occupation chez Club Med du 2025-04-29 au 2026-03-13"", ""Mission Informatica stambia, talend, datastage à 30% d'occupation chez Dalkia du 2026-03-07 au 2026-07-03"", ""Mission Informatica stambia, talend, datastage à 70% d'occupation chez Fraikin du 2026-01-31 au 2026-04-05"", ""Mission Informatica stambia, talend, datastage à 70% d'occupation chez La Poste du 2024-08-09 au 2025-07-19"", ""Mission Informatica stambia, talend, datastage à 30% d'occupation chez Société Générale du 2023-11-27 au 2024-10-03"", 'En congés à 100% du 2023-11-12 au 2023-11-26']","['En congés à 100% du 2023-11-12 au 2023-11-26', 'Compétent en Dell Boomi à un niveau faible', 'Compétent en Gestion des coûts à un niveau bon', 'Compétent en Leadership de Transformation à un niveau bon', 'Compétent en Leadership de Transformation à un niveau bon', 'Compétent en Systèmes gestion BD à un niveau bon']","[""Certifié ServiceNow Cert Implement Spec (NOW-CIS) depuis le 2019-10-08 et jusqu'au 2022-07-24""]","Nom: Deanna Rice, Code: 475138, Coefficient: 170, Profil: Confirmé, Localisation: Mtp, Equipe: MSBI, Manager: Nicole Miller, [Mission Informatica stambia, talend, datastage à 30% d'occupation chez Club Med du 2025-04-29 au 2026-03-13, Mission Informatica stambia, talend, datastage à 30% d'occupation chez Dalkia du 2026-03-07 au 2026-07-03, Mission Informatica stambia, talend, datastage à 70% d'occupation chez Fraikin du 2026-01-31 au 2026-04-05, Mission Informatica stambia, talend, datastage à 70% d'occupation chez La Poste du 2024-08-09 au 2025-07-19, Mission Informatica stambia, talend, datastage à 30% d'occupation chez Société Générale du 2023-11-27 au 2024-10-03, 'En congés à 100% du 2023-11-12 au 2023-11-26'], ['En congés à 100% du 2023-11-12 au 2023-11-26', 'Compétent en Dell Boomi à un niveau faible', 'Compétent en Gestion des coûts à un niveau bon', 'Compétent en Leadership de Transformation à un niveau bon', 'Compétent en Leadership de Transformation à un niveau bon', 'Compétent en Systèmes gestion BD à un niveau bon'], [Certifié ServiceNow Cert Implement Spec (NOW-CIS) depuis le 2019-10-08 et jusqu'au 2022-07-24]"
153,"Nom: Deborah Mills, Code: 498518, Coefficient: 150, Profil: Junior, Localisation: Tours, Equipe: DSIA, Manager: Sue Khan, ","[""Mission DevOps à 80% d'occupation chez Club Med du 2025-05-05 au 2026-02-25"", 'Disponible à 20% du 2025-03-13 au 2025-05-23', ""Mission DevOps à 20% d'occupation chez Dalkia du 2024-08-09 au 2024-12-17"", ""Mission DevOps à 80% d'occupation chez LVMH du 2024-10-08 au 2025-04-14"", ""Mission DevOps à 20% d'occupation chez La Poste du 2026-01-13 au 2026-12-24""]","['Compétent en Architecte de systèmes à un niveau faible', 'Compétent en Rédaction procédures/modes op. à un niveau expert', 'Compétent en TeamPlayer à un niveau très bon', 'Compétent en TeamPlayer à un niveau très bon']","[""Certifié Agile Project Management (AGILEPM) depuis le 2021-01-31 et jusqu'au 2023-06-13"", ""Certifié IDF G. Psychology & Web Design (IDFGPW) depuis le 2022-12-13 et jusqu'au 2025-02-26""]","Nom: Deborah Mills, Code: 498518, Coefficient: 150, Profil: Junior, Localisation: Tours, Equipe: DSIA, Manager: Sue Khan, [Mission DevOps à 80% d'occupation chez Club Med du 2025-05-05 au 2026-02-25, 'Disponible à 20% du 2025-03-13 au 2025-05-23', Mission DevOps à 20% d'occupation chez Dalkia du 2024-08-09 au 2024-12-17, Mission DevOps à 80% d'occupation chez LVMH du 2024-10-08 au 2025-04-14, Mission DevOps à 20% d'occupation chez La Poste du 2026-01-13 au 2026-12-24], ['Compétent en Architecte de systèmes à un niveau faible', 'Compétent en Rédaction procédures/modes op. à un niveau expert', 'Compétent en TeamPlayer à un niveau très bon', 'Compétent en TeamPlayer à un niveau très bon'], [Certifié Agile Project Management (AGILEPM) depuis le 2021-01-31 et jusqu'au 2023-06-13, Certifié IDF G. Psychology & Web Design (IDFGPW) depuis le 2022-12-13 et jusqu'au 2025-02-26]"
154,"Nom: Debra Montgomery, Code: 451361, Coefficient: 100, Profil: Junior, Localisation: Paris, Equipe: Data Integration, Manager: Cynthia Thompson, ","[""Mission Data Ing + Data S. à 80% d'occupation chez Bouygues du 2024-12-02 au 2025-09-08"", 'Disponible à 20% du 2024-05-20 au 2025-01-22', ""Mission Data Ing + Data S. à 80% d'occupation chez Orange du 2024-06-09 au 2024-06-12""]","['Compétent en ANTLR à un niveau très bon', 'Compétent en ANTLR à un niveau très bon', 'Compétent en LaTeX à un niveau bon', 'Compétent en Ressources humaines à un niveau bon']","[""Certifié CertifiedAssociate ProjectMgmt (CAPM) depuis le 2020-12-29 et jusqu'au 2022-12-10""]","Nom: Debra Montgomery, Code: 451361, Coefficient: 100, Profil: Junior, Localisation: Paris, Equipe: Data Integration, Manager: Cynthia Thompson, [Mission Data Ing + Data S. à 80% d'occupation chez Bouygues du 2024-12-02 au 2025-09-08, 'Disponible à 20% du 2024-05-20 au 2025-01-22', Mission Data Ing + Data S. à 80% d'occupation chez Orange du 2024-06-09 au 2024-06-12], ['Compétent en ANTLR à un niveau très bon', 'Compétent en ANTLR à un niveau très bon', 'Compétent en LaTeX à un niveau bon', 'Compétent en Ressources humaines à un niveau bon'], [Certifié CertifiedAssociate ProjectMgmt (CAPM) depuis le 2020-12-29 et jusqu'au 2022-12-10]"
155,"Nom: Denise Harrison, Code: LPS00326911, Coefficient: 150, Profil: Confirmé, Localisation: Paris, Equipe: TALEND, Manager: Deborah Lynch, ","[""Mission Informatica stambia, talend, datastage à 20% d'occupation chez Bouygues du 2024-05-22 au 2024-07-03"", ""Mission Informatica stambia, talend, datastage à 20% d'occupation chez COVEA du 2024-03-10 au 2024-06-29"", ""Mission Informatica stambia, talend, datastage à 80% d'occupation chez Club Med du 2024-06-05 au 2024-07-20"", ""Mission Informatica stambia, talend, datastage à 80% d'occupation chez Enedis du 2024-04-07 au 2024-08-13"", ""Mission Informatica stambia, talend, datastage à 20% d'occupation chez Société Générale du 2024-06-04 au 2024-09-24""]","['Compétent en Azure HD Insight à un niveau bon', 'Compétent en Soutien prestation de services à un niveau expert', 'Compétent en Stratégie d‘essais à un niveau faible', 'Compétent en Stratégie d‘essais à un niveau faible']","[""Certifié Cloud Digital Leader (CLDDIGLD) depuis le 2020-12-18 et jusqu'au 2022-08-19"", ""Certifié Salesforce Cert PltfrmApBuildr (SFPLATAB) depuis le 2021-08-12 et jusqu'au 2022-08-22"", ""Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2021-04-26 et jusqu'au 2023-05-31""]","Nom: Denise Harrison, Code: LPS00326911, Coefficient: 150, Profil: Confirmé, Localisation: Paris, Equipe: TALEND, Manager: Deborah Lynch, [Mission Informatica stambia, talend, datastage à 20% d'occupation chez Bouygues du 2024-05-22 au 2024-07-03, Mission Informatica stambia, talend, datastage à 20% d'occupation chez COVEA du 2024-03-10 au 2024-06-29, Mission Informatica stambia, talend, datastage à 80% d'occupation chez Club Med du 2024-06-05 au 2024-07-20, Mission Informatica stambia, talend, datastage à 80% d'occupation chez Enedis du 2024-04-07 au 2024-08-13, Mission Informatica stambia, talend, datastage à 20% d'occupation chez Société Générale du 2024-06-04 au 2024-09-24], ['Compétent en Azure HD Insight à un niveau bon', 'Compétent en Soutien prestation de services à un niveau expert', 'Compétent en Stratégie d‘essais à un niveau faible', 'Compétent en Stratégie d‘essais à un niveau faible'], [Certifié Cloud Digital Leader (CLDDIGLD) depuis le 2020-12-18 et jusqu'au 2022-08-19, Certifié Salesforce Cert PltfrmApBuildr (SFPLATAB) depuis le 2021-08-12 et jusqu'au 2022-08-22, Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2021-04-26 et jusqu'au 2023-05-31]"
