Localisation,COEFF F212,PROFIL,Nom,Missions en cours,Competences,Date Demarrage,Date de fin,Taux occupation,Stream BT,combined,n_tokens
Tours,170,Expert,Amanda Hill,Nichols-Mitchell,Mobile Development,2024-03-27,2025-06-15,66%,TALEND,"Localisation: Tours, Nom: Amanda Hill, Compétences: Mobile Development, Mission en cours: Nichols-Mitchell, Date de début de mission: 2024-03-27, Date de fin de mission: 2025-06-15, Taux d'occupation: 66%",63
Paris,150,Confirmé,Andrew Alvarez,"Walter, Harmon and Carter",Data Analysis,2022-11-18,2025-10-01,28%,ODI,"Localisation: Paris, Nom: Andrew Alvarez, Compétences: Data Analysis, Mission en cours: Walter, Harmon and Carter, Date de début de mission: 2022-11-18, Date de fin de mission: 2025-10-01, Taux d'occupation: 28%",64
Mtp,170,Confirmé,Craig Lane,Brown-Payne,Java Development,2022-11-18,2025-08-10,30%,DSIA,"Localisation: Mtp, Nom: Craig Lane, Compétences: Java Development, Mission en cours: Brown-Payne, Date de début de mission: 2022-11-18, Date de fin de mission: 2025-08-10, Taux d'occupation: 30%",63
Paris,150,Expert,Lisa Richards,Franklin-Shaw,Cloud Computing,2023-12-15,2025-02-10,22%,ODI,"Localisation: Paris, Nom: Lisa Richards, Compétences: Cloud Computing, Mission en cours: Franklin-Shaw, Date de début de mission: 2023-12-15, Date de fin de mission: 2025-02-10, Taux d'occupation: 22%",62
Mtp,150,Confirmé,Tracy Campbell,Lopez-Ross,Java Development,2022-07-02,2026-02-12,42%,DSIA,"Localisation: Mtp, Nom: Tracy Campbell, Compétences: Java Development, Mission en cours: Lopez-Ross, Date de début de mission: 2022-07-02, Date de fin de mission: 2026-02-12, Taux d'occupation: 42%",63
Mtp,115,Expert,Emily Mcdaniel,King Group,Cybersecurity,2022-12-31,2025-01-02,51%,ODI,"Localisation: Mtp, Nom: Emily Mcdaniel, Compétences: Cybersecurity, Mission en cours: King Group, Date de début de mission: 2022-12-31, Date de fin de mission: 2025-01-02, Taux d'occupation: 51%",64
Mtp,100,Junior,Kristin Sheppard,Rivera Inc,DevOps,2024-02-02,2024-06-19,28%,MSBI,"Localisation: Mtp, Nom: Kristin Sheppard, Compétences: DevOps, Mission en cours: Rivera Inc, Date de début de mission: 2024-02-02, Date de fin de mission: 2024-06-19, Taux d'occupation: 28%",64
Tours,150,Confirmé,Daniel Bowen,Long-Booth,Web Development,2022-08-05,2025-12-29,95%,TALEND,"Localisation: Tours, Nom: Daniel Bowen, Compétences: Web Development, Mission en cours: Long-Booth, Date de début de mission: 2022-08-05, Date de fin de mission: 2025-12-29, Taux d'occupation: 95%",63
Mtp,100,Junior,Whitney Peterson,Harrison Inc,Mobile Development,2022-07-01,2024-11-08,94%,ODI,"Localisation: Mtp, Nom: Whitney Peterson, Compétences: Mobile Development, Mission en cours: Harrison Inc, Date de début de mission: 2022-07-01, Date de fin de mission: 2024-11-08, Taux d'occupation: 94%",62
Tours,170,Confirmé,Laura Ramirez DVM,Taylor-Garcia,Cloud Computing,2023-06-08,2025-09-25,30%,TALEND,"Localisation: Tours, Nom: Laura Ramirez DVM, Compétences: Cloud Computing, Mission en cours: Taylor-Garcia, Date de début de mission: 2023-06-08, Date de fin de mission: 2025-09-25, Taux d'occupation: 30%",65
Mtp,105,Confirmé,Thomas Flores,"Hayes, Miranda and Aguirre",Web Development,2022-06-16,2024-10-10,94%,MSBI,"Localisation: Mtp, Nom: Thomas Flores, Compétences: Web Development, Mission en cours: Hayes, Miranda and Aguirre, Date de début de mission: 2022-06-16, Date de fin de mission: 2024-10-10, Taux d'occupation: 94%",67
Paris,170,Expert,Pamela Chavez,"Ho, Rivers and Romero",Web Development,2023-04-14,2026-01-20,22%,TALEND,"Localisation: Paris, Nom: Pamela Chavez, Compétences: Web Development, Mission en cours: Ho, Rivers and Romero, Date de début de mission: 2023-04-14, Date de fin de mission: 2026-01-20, Taux d'occupation: 22%",64
Tours,115,Expert,Jeremy Edwards,Hampton-Rose,Database Management,2022-11-18,2024-07-18,38%,TALEND,"Localisation: Tours, Nom: Jeremy Edwards, Compétences: Database Management, Mission en cours: Hampton-Rose, Date de début de mission: 2022-11-18, Date de fin de mission: 2024-07-18, Taux d'occupation: 38%",62
Mtp,100,Confirmé,Gail Willis,Robinson Inc,IT Support,2022-12-22,2025-10-14,98%,MSBI,"Localisation: Mtp, Nom: Gail Willis, Compétences: IT Support, Mission en cours: Robinson Inc, Date de début de mission: 2022-12-22, Date de fin de mission: 2025-10-14, Taux d'occupation: 98%",63
Tours,170,Junior,Justin Best,Cross Group,Business Analysis,2023-10-30,2025-04-05,46%,MSBI,"Localisation: Tours, Nom: Justin Best, Compétences: Business Analysis, Mission en cours: Cross Group, Date de début de mission: 2023-10-30, Date de fin de mission: 2025-04-05, Taux d'occupation: 46%",61
Mtp,105,Junior,Juan Craig,"Hurley, Lucas and Russell",Software Testing,2023-08-11,2026-02-05,63%,MSBI,"Localisation: Mtp, Nom: Juan Craig, Compétences: Software Testing, Mission en cours: Hurley, Lucas and Russell, Date de début de mission: 2023-08-11, Date de fin de mission: 2026-02-05, Taux d'occupation: 63%",66
Paris,105,Confirmé,Joseph Kim,"Barber, White and Barrett",Data Analysis,2022-06-17,2024-11-26,60%,TALEND,"Localisation: Paris, Nom: Joseph Kim, Compétences: Data Analysis, Mission en cours: Barber, White and Barrett, Date de début de mission: 2022-06-17, Date de fin de mission: 2024-11-26, Taux d'occupation: 60%",64
Mtp,170,Expert,Shannon Clark,Walker LLC,Cloud Computing,2022-07-19,2025-04-07,40%,DSIA,"Localisation: Mtp, Nom: Shannon Clark, Compétences: Cloud Computing, Mission en cours: Walker LLC, Date de début de mission: 2022-07-19, Date de fin de mission: 2025-04-07, Taux d'occupation: 40%",62
Mtp,100,Expert,Jessica Evans,"Gomez, Brooks and Young",IT Support,2023-03-22,2025-10-15,12%,MSBI,"Localisation: Mtp, Nom: Jessica Evans, Compétences: IT Support, Mission en cours: Gomez, Brooks and Young, Date de début de mission: 2023-03-22, Date de fin de mission: 2025-10-15, Taux d'occupation: 12%",65
Paris,105,Expert,Christine Simmons,Garza-Robinson,Network Administration,2022-10-27,2024-10-17,19%,ODI,"Localisation: Paris, Nom: Christine Simmons, Compétences: Network Administration, Mission en cours: Garza-Robinson, Date de début de mission: 2022-10-27, Date de fin de mission: 2024-10-17, Taux d'occupation: 19%",64
Paris,100,Expert,George Peterson,Hernandez Group,Cloud Computing,2022-07-19,2024-09-11,35%,SSIS,"Localisation: Paris, Nom: George Peterson, Compétences: Cloud Computing, Mission en cours: Hernandez Group, Date de début de mission: 2022-07-19, Date de fin de mission: 2024-09-11, Taux d'occupation: 35%",61
Tours,100,Confirmé,Justin Carney,Lopez LLC,Network Administration,2023-02-10,2025-04-01,40%,SSIS,"Localisation: Tours, Nom: Justin Carney, Compétences: Network Administration, Mission en cours: Lopez LLC, Date de début de mission: 2023-02-10, Date de fin de mission: 2025-04-01, Taux d'occupation: 40%",62
Mtp,150,Expert,Michael Williams,Velasquez-Anderson,Software Testing,2022-10-15,2026-03-16,64%,MSBI,"Localisation: Mtp, Nom: Michael Williams, Compétences: Software Testing, Mission en cours: Velasquez-Anderson, Date de début de mission: 2022-10-15, Date de fin de mission: 2026-03-16, Taux d'occupation: 64%",65
Tours,115,Junior,Tracy Ramos,Rojas-Rich,Cloud Computing,2024-05-25,2025-12-07,14%,ODI,"Localisation: Tours, Nom: Tracy Ramos, Compétences: Cloud Computing, Mission en cours: Rojas-Rich, Date de début de mission: 2024-05-25, Date de fin de mission: 2025-12-07, Taux d'occupation: 14%",63
Mtp,170,Junior,Leon Gomez,Russo-Smith,Project Management,2023-09-17,2025-12-16,56%,ODI,"Localisation: Mtp, Nom: Leon Gomez, Compétences: Project Management, Mission en cours: Russo-Smith, Date de début de mission: 2023-09-17, Date de fin de mission: 2025-12-16, Taux d'occupation: 56%",62
Tours,115,Junior,Geoffrey Potts,Bennett LLC,Database Management,2023-12-05,2025-09-11,53%,ODI,"Localisation: Tours, Nom: Geoffrey Potts, Compétences: Database Management, Mission en cours: Bennett LLC, Date de début de mission: 2023-12-05, Date de fin de mission: 2025-09-11, Taux d'occupation: 53%",62
Paris,170,Confirmé,Tyler Glover,Peters-Owen,Data Analysis,2023-11-20,2025-10-15,20%,TALEND,"Localisation: Paris, Nom: Tyler Glover, Compétences: Data Analysis, Mission en cours: Peters-Owen, Date de début de mission: 2023-11-20, Date de fin de mission: 2025-10-15, Taux d'occupation: 20%",62
Paris,115,Expert,Bryce Ryan,Romero-Romero,DevOps,2023-09-28,2024-06-29,88%,TALEND,"Localisation: Paris, Nom: Bryce Ryan, Compétences: DevOps, Mission en cours: Romero-Romero, Date de début de mission: 2023-09-28, Date de fin de mission: 2024-06-29, Taux d'occupation: 88%",63
Paris,115,Junior,Robert Keith,Summers PLC,Network Administration,2022-08-30,2025-07-06,23%,DSIA,"Localisation: Paris, Nom: Robert Keith, Compétences: Network Administration, Mission en cours: Summers PLC, Date de début de mission: 2022-08-30, Date de fin de mission: 2025-07-06, Taux d'occupation: 23%",61
Mtp,105,Confirmé,Michael Miller,Barrett PLC,Business Analysis,2023-09-16,2025-06-08,24%,MSBI,"Localisation: Mtp, Nom: Michael Miller, Compétences: Business Analysis, Mission en cours: Barrett PLC, Date de début de mission: 2023-09-16, Date de fin de mission: 2025-06-08, Taux d'occupation: 24%",62
Mtp,150,Confirmé,Shane Mcdonald,"Barker, Adkins and Alvarez",Project Management,2023-02-24,2025-03-28,33%,DSIA,"Localisation: Mtp, Nom: Shane Mcdonald, Compétences: Project Management, Mission en cours: Barker, Adkins and Alvarez, Date de début de mission: 2023-02-24, Date de fin de mission: 2025-03-28, Taux d'occupation: 33%",68
Paris,150,Expert,Jesse Byrd,Blair-Jones,Business Analysis,2023-12-16,2024-09-29,45%,DSIA,"Localisation: Paris, Nom: Jesse Byrd, Compétences: Business Analysis, Mission en cours: Blair-Jones, Date de début de mission: 2023-12-16, Date de fin de mission: 2024-09-29, Taux d'occupation: 45%",63
Mtp,170,Expert,John Brown,"Thomas, Green and Hogan",Mobile Development,2023-03-17,2024-12-31,32%,MSBI,"Localisation: Mtp, Nom: John Brown, Compétences: Mobile Development, Mission en cours: Thomas, Green and Hogan, Date de début de mission: 2023-03-17, Date de fin de mission: 2024-12-31, Taux d'occupation: 32%",65
Paris,150,Junior,Jennifer Walters,Jacobson and Sons,Web Development,2023-04-28,2025-12-31,67%,DSIA,"Localisation: Paris, Nom: Jennifer Walters, Compétences: Web Development, Mission en cours: Jacobson and Sons, Date de début de mission: 2023-04-28, Date de fin de mission: 2025-12-31, Taux d'occupation: 67%",63
Tours,115,Junior,Miss Sandra Moreno,Collins Ltd,Mobile Development,2022-08-29,2024-11-26,86%,DSIA,"Localisation: Tours, Nom: Miss Sandra Moreno, Compétences: Mobile Development, Mission en cours: Collins Ltd, Date de début de mission: 2022-08-29, Date de fin de mission: 2024-11-26, Taux d'occupation: 86%",62
Tours,170,Junior,Jeffrey Russo,Ellis-Osborne,Network Administration,2023-05-23,2024-11-30,84%,ODI,"Localisation: Tours, Nom: Jeffrey Russo, Compétences: Network Administration, Mission en cours: Ellis-Osborne, Date de début de mission: 2023-05-23, Date de fin de mission: 2024-11-30, Taux d'occupation: 84%",63
Paris,100,Expert,Dean Burke,Lozano-Hayes,DevOps,2022-08-31,2025-10-11,59%,TALEND,"Localisation: Paris, Nom: Dean Burke, Compétences: DevOps, Mission en cours: Lozano-Hayes, Date de début de mission: 2022-08-31, Date de fin de mission: 2025-10-11, Taux d'occupation: 59%",64
Paris,105,Confirmé,Daniel Gonzalez,Williams-Allen,Java Development,2022-11-29,2025-05-20,21%,SSIS,"Localisation: Paris, Nom: Daniel Gonzalez, Compétences: Java Development, Mission en cours: Williams-Allen, Date de début de mission: 2022-11-29, Date de fin de mission: 2025-05-20, Taux d'occupation: 21%",62
Tours,100,Expert,Janet Cannon,Carey Ltd,Machine Learning,2023-05-25,2024-07-14,76%,SSIS,"Localisation: Tours, Nom: Janet Cannon, Compétences: Machine Learning, Mission en cours: Carey Ltd, Date de début de mission: 2023-05-25, Date de fin de mission: 2024-07-14, Taux d'occupation: 76%",61
Mtp,150,Confirmé,Dennis Smith,Hines Group,Project Management,2022-06-18,2024-11-16,69%,SSIS,"Localisation: Mtp, Nom: Dennis Smith, Compétences: Project Management, Mission en cours: Hines Group, Date de début de mission: 2022-06-18, Date de fin de mission: 2024-11-16, Taux d'occupation: 69%",63
Tours,115,Expert,Elizabeth Golden,"Gilmore, Moore and Dickson",Web Development,2023-01-26,2025-05-25,36%,TALEND,"Localisation: Tours, Nom: Elizabeth Golden, Compétences: Web Development, Mission en cours: Gilmore, Moore and Dickson, Date de début de mission: 2023-01-26, Date de fin de mission: 2025-05-25, Taux d'occupation: 36%",66
Paris,170,Junior,Caitlyn Cox,Gutierrez Ltd,Business Analysis,2024-05-12,2024-08-05,38%,ODI,"Localisation: Paris, Nom: Caitlyn Cox, Compétences: Business Analysis, Mission en cours: Gutierrez Ltd, Date de début de mission: 2024-05-12, Date de fin de mission: 2024-08-05, Taux d'occupation: 38%",63
Paris,170,Confirmé,Jennifer Weber,"Jones, Gonzalez and Cook",DevOps,2022-07-26,2024-11-15,100%,SSIS,"Localisation: Paris, Nom: Jennifer Weber, Compétences: DevOps, Mission en cours: Jones, Gonzalez and Cook, Date de début de mission: 2022-07-26, Date de fin de mission: 2024-11-15, Taux d'occupation: 100%",64
Mtp,150,Expert,Brandon Arellano,"Williamson, Watson and Thompson",IT Support,2023-01-10,2026-03-17,11%,TALEND,"Localisation: Mtp, Nom: Brandon Arellano, Compétences: IT Support, Mission en cours: Williamson, Watson and Thompson, Date de début de mission: 2023-01-10, Date de fin de mission: 2026-03-17, Taux d'occupation: 11%",67
Tours,150,Expert,David Savage,"Moss, Harris and Harris",IT Support,2024-01-02,2026-04-02,69%,SSIS,"Localisation: Tours, Nom: David Savage, Compétences: IT Support, Mission en cours: Moss, Harris and Harris, Date de début de mission: 2024-01-02, Date de fin de mission: 2026-04-02, Taux d'occupation: 69%",64
Tours,100,Expert,Anna Ward,Martinez-Fuller,Project Management,2022-08-27,2025-03-18,31%,MSBI,"Localisation: Tours, Nom: Anna Ward, Compétences: Project Management, Mission en cours: Martinez-Fuller, Date de début de mission: 2022-08-27, Date de fin de mission: 2025-03-18, Taux d'occupation: 31%",63
Tours,170,Junior,Caleb Hebert,Fox LLC,Software Testing,2023-11-08,2025-06-29,71%,MSBI,"Localisation: Tours, Nom: Caleb Hebert, Compétences: Software Testing, Mission en cours: Fox LLC, Date de début de mission: 2023-11-08, Date de fin de mission: 2025-06-29, Taux d'occupation: 71%",62
Tours,100,Expert,Martin Johnson,Fuentes-Welch,Network Administration,2024-01-21,2024-09-09,24%,MSBI,"Localisation: Tours, Nom: Martin Johnson, Compétences: Network Administration, Mission en cours: Fuentes-Welch, Date de début de mission: 2024-01-21, Date de fin de mission: 2024-09-09, Taux d'occupation: 24%",64
Tours,150,Expert,James Wagner,Pierce-Garza,IT Support,2023-01-06,2025-10-12,25%,MSBI,"Localisation: Tours, Nom: James Wagner, Compétences: IT Support, Mission en cours: Pierce-Garza, Date de début de mission: 2023-01-06, Date de fin de mission: 2025-10-12, Taux d'occupation: 25%",63
Mtp,100,Junior,Christopher Guzman,Brown-Brooks,Cloud Computing,2023-08-03,2025-05-28,46%,ODI,"Localisation: Mtp, Nom: Christopher Guzman, Compétences: Cloud Computing, Mission en cours: Brown-Brooks, Date de début de mission: 2023-08-03, Date de fin de mission: 2025-05-28, Taux d'occupation: 46%",65
Paris,170,Confirmé,Alexander Lambert,Owen-Hall,Software Testing,2023-08-23,2026-02-02,89%,ODI,"Localisation: Paris, Nom: Alexander Lambert, Compétences: Software Testing, Mission en cours: Owen-Hall, Date de début de mission: 2023-08-23, Date de fin de mission: 2026-02-02, Taux d'occupation: 89%",62
Paris,105,Junior,Brittany Maddox,"Thomas, Roberts and Carey",Project Management,2023-05-13,2025-11-09,31%,ODI,"Localisation: Paris, Nom: Brittany Maddox, Compétences: Project Management, Mission en cours: Thomas, Roberts and Carey, Date de début de mission: 2023-05-13, Date de fin de mission: 2025-11-09, Taux d'occupation: 31%",65
Paris,115,Confirmé,Eric Sharp,Gomez Group,Mobile Development,2024-02-06,2026-03-07,55%,SSIS,"Localisation: Paris, Nom: Eric Sharp, Compétences: Mobile Development, Mission en cours: Gomez Group, Date de début de mission: 2024-02-06, Date de fin de mission: 2026-03-07, Taux d'occupation: 55%",61
Tours,115,Expert,Justin Miller,Garcia-Johnson,Python Development,2024-02-10,2026-03-23,70%,DSIA,"Localisation: Tours, Nom: Justin Miller, Compétences: Python Development, Mission en cours: Garcia-Johnson, Date de début de mission: 2024-02-10, Date de fin de mission: 2026-03-23, Taux d'occupation: 70%",63
Tours,170,Expert,Jessica Herman,Williams-Kelley,Python Development,2023-08-14,2025-09-19,10%,MSBI,"Localisation: Tours, Nom: Jessica Herman, Compétences: Python Development, Mission en cours: Williams-Kelley, Date de début de mission: 2023-08-14, Date de fin de mission: 2025-09-19, Taux d'occupation: 10%",63
Mtp,105,Confirmé,Sara Jones,Huff Group,Network Administration,2023-11-01,2024-09-05,96%,SSIS,"Localisation: Mtp, Nom: Sara Jones, Compétences: Network Administration, Mission en cours: Huff Group, Date de début de mission: 2023-11-01, Date de fin de mission: 2024-09-05, Taux d'occupation: 96%",62
Paris,105,Junior,Kathy Mcfarland,"Davis, Smith and Johnson",Cybersecurity,2024-02-08,2025-01-24,55%,MSBI,"Localisation: Paris, Nom: Kathy Mcfarland, Compétences: Cybersecurity, Mission en cours: Davis, Smith and Johnson, Date de début de mission: 2024-02-08, Date de fin de mission: 2025-01-24, Taux d'occupation: 55%",66
Mtp,115,Confirmé,Carolyn James MD,Weaver-Martinez,Java Development,2022-10-04,2024-07-10,37%,TALEND,"Localisation: Mtp, Nom: Carolyn James MD, Compétences: Java Development, Mission en cours: Weaver-Martinez, Date de début de mission: 2022-10-04, Date de fin de mission: 2024-07-10, Taux d'occupation: 37%",64
Tours,150,Expert,Sean Thompson,Harvey and Sons,Business Analysis,2023-12-14,2024-12-03,37%,ODI,"Localisation: Tours, Nom: Sean Thompson, Compétences: Business Analysis, Mission en cours: Harvey and Sons, Date de début de mission: 2023-12-14, Date de fin de mission: 2024-12-03, Taux d'occupation: 37%",62
Mtp,115,Confirmé,Olivia Moore,Bowen-Fields,Cybersecurity,2024-01-24,2026-01-07,42%,MSBI,"Localisation: Mtp, Nom: Olivia Moore, Compétences: Cybersecurity, Mission en cours: Bowen-Fields, Date de début de mission: 2024-01-24, Date de fin de mission: 2026-01-07, Taux d'occupation: 42%",63
Paris,150,Confirmé,Timothy Rodriguez,Kelly Ltd,Project Management,2022-11-18,2026-02-15,11%,SSIS,"Localisation: Paris, Nom: Timothy Rodriguez, Compétences: Project Management, Mission en cours: Kelly Ltd, Date de début de mission: 2022-11-18, Date de fin de mission: 2026-02-15, Taux d'occupation: 11%",61
Paris,115,Expert,Laura Jensen MD,"Villegas, Taylor and Turner",Data Analysis,2023-10-01,2026-06-03,25%,DSIA,"Localisation: Paris, Nom: Laura Jensen MD, Compétences: Data Analysis, Mission en cours: Villegas, Taylor and Turner, Date de début de mission: 2023-10-01, Date de fin de mission: 2026-06-03, Taux d'occupation: 25%",67
Paris,170,Expert,Stephen Mosley,"Frey, Gilmore and Franco",IT Support,2024-05-23,2024-09-02,72%,ODI,"Localisation: Paris, Nom: Stephen Mosley, Compétences: IT Support, Mission en cours: Frey, Gilmore and Franco, Date de début de mission: 2024-05-23, Date de fin de mission: 2024-09-02, Taux d'occupation: 72%",67
Mtp,115,Confirmé,Tonya Atkinson,"Jacobs, Johnson and Banks",Network Administration,2023-02-27,2026-05-02,54%,DSIA,"Localisation: Mtp, Nom: Tonya Atkinson, Compétences: Network Administration, Mission en cours: Jacobs, Johnson and Banks, Date de début de mission: 2023-02-27, Date de fin de mission: 2026-05-02, Taux d'occupation: 54%",67
Tours,105,Expert,Robert Thomas,Nielsen Inc,Java Development,2022-11-14,2024-08-11,35%,TALEND,"Localisation: Tours, Nom: Robert Thomas, Compétences: Java Development, Mission en cours: Nielsen Inc, Date de début de mission: 2022-11-14, Date de fin de mission: 2024-08-11, Taux d'occupation: 35%",61
Tours,115,Junior,Richard Mueller,Robinson-Costa,Machine Learning,2023-12-22,2025-05-30,21%,TALEND,"Localisation: Tours, Nom: Richard Mueller, Compétences: Machine Learning, Mission en cours: Robinson-Costa, Date de début de mission: 2023-12-22, Date de fin de mission: 2025-05-30, Taux d'occupation: 21%",62
Paris,105,Confirmé,John Reeves,Hall Inc,Mobile Development,2023-05-04,2025-10-11,55%,ODI,"Localisation: Paris, Nom: John Reeves, Compétences: Mobile Development, Mission en cours: Hall Inc, Date de début de mission: 2023-05-04, Date de fin de mission: 2025-10-11, Taux d'occupation: 55%",61
Paris,115,Confirmé,Stephanie Walters,"Rodriguez, Freeman and Yoder",Data Analysis,2022-10-06,2025-10-13,57%,TALEND,"Localisation: Paris, Nom: Stephanie Walters, Compétences: Data Analysis, Mission en cours: Rodriguez, Freeman and Yoder, Date de début de mission: 2022-10-06, Date de fin de mission: 2025-10-13, Taux d'occupation: 57%",65
Paris,105,Confirmé,Becky Turner,Hill-Lewis,Web Development,2023-02-15,2025-10-11,57%,ODI,"Localisation: Paris, Nom: Becky Turner, Compétences: Web Development, Mission en cours: Hill-Lewis, Date de début de mission: 2023-02-15, Date de fin de mission: 2025-10-11, Taux d'occupation: 57%",62
Tours,105,Confirmé,Lee Mcknight,"Davis, Anderson and Pierce",Machine Learning,2024-01-21,2024-10-19,33%,DSIA,"Localisation: Tours, Nom: Lee Mcknight, Compétences: Machine Learning, Mission en cours: Davis, Anderson and Pierce, Date de début de mission: 2024-01-21, Date de fin de mission: 2024-10-19, Taux d'occupation: 33%",66
Paris,170,Confirmé,Logan Freeman,"Garcia, Klein and Bowman",DevOps,2022-07-25,2024-09-03,78%,MSBI,"Localisation: Paris, Nom: Logan Freeman, Compétences: DevOps, Mission en cours: Garcia, Klein and Bowman, Date de début de mission: 2022-07-25, Date de fin de mission: 2024-09-03, Taux d'occupation: 78%",64
Mtp,115,Confirmé,Dr. Jason Griffin,Johnston PLC,Cloud Computing,2023-05-09,2024-11-17,33%,TALEND,"Localisation: Mtp, Nom: Dr. Jason Griffin, Compétences: Cloud Computing, Mission en cours: Johnston PLC, Date de début de mission: 2023-05-09, Date de fin de mission: 2024-11-17, Taux d'occupation: 33%",64
Tours,115,Expert,Timothy Franklin,"Clay, Mejia and Friedman",Cloud Computing,2023-11-09,2024-09-11,59%,TALEND,"Localisation: Tours, Nom: Timothy Franklin, Compétences: Cloud Computing, Mission en cours: Clay, Mejia and Friedman, Date de début de mission: 2023-11-09, Date de fin de mission: 2024-09-11, Taux d'occupation: 59%",65
Mtp,115,Junior,Victoria Brown,Lynch PLC,Database Management,2023-11-11,2024-07-06,51%,ODI,"Localisation: Mtp, Nom: Victoria Brown, Compétences: Database Management, Mission en cours: Lynch PLC, Date de début de mission: 2023-11-11, Date de fin de mission: 2024-07-06, Taux d'occupation: 51%",62
Tours,115,Expert,Mitchell Kline,"Reynolds, Martin and Garcia",Software Testing,2022-11-05,2026-04-17,53%,SSIS,"Localisation: Tours, Nom: Mitchell Kline, Compétences: Software Testing, Mission en cours: Reynolds, Martin and Garcia, Date de début de mission: 2022-11-05, Date de fin de mission: 2026-04-17, Taux d'occupation: 53%",65
Paris,115,Expert,Tiffany Lee,Williams-Roberts,Business Analysis,2023-12-29,2025-05-12,71%,TALEND,"Localisation: Paris, Nom: Tiffany Lee, Compétences: Business Analysis, Mission en cours: Williams-Roberts, Date de début de mission: 2023-12-29, Date de fin de mission: 2025-05-12, Taux d'occupation: 71%",63
Tours,100,Expert,Peggy Lane,"Chang, Ramirez and Richards",IT Support,2023-03-31,2025-06-21,59%,DSIA,"Localisation: Tours, Nom: Peggy Lane, Compétences: IT Support, Mission en cours: Chang, Ramirez and Richards, Date de début de mission: 2023-03-31, Date de fin de mission: 2025-06-21, Taux d'occupation: 59%",64
Paris,170,Junior,Lori Sanchez,"Klein, Lee and Kennedy",Network Administration,2023-04-11,2025-10-18,91%,TALEND,"Localisation: Paris, Nom: Lori Sanchez, Compétences: Network Administration, Mission en cours: Klein, Lee and Kennedy, Date de début de mission: 2023-04-11, Date de fin de mission: 2025-10-18, Taux d'occupation: 91%",64
Tours,115,Confirmé,Scott Cox,Love-Summers,DevOps,2024-04-15,2025-08-01,26%,MSBI,"Localisation: Tours, Nom: Scott Cox, Compétences: DevOps, Mission en cours: Love-Summers, Date de début de mission: 2024-04-15, Date de fin de mission: 2025-08-01, Taux d'occupation: 26%",63
Mtp,170,Junior,Andrew Gonzalez,Ponce Group,Software Testing,2023-02-23,2025-08-05,45%,ODI,"Localisation: Mtp, Nom: Andrew Gonzalez, Compétences: Software Testing, Mission en cours: Ponce Group, Date de début de mission: 2023-02-23, Date de fin de mission: 2025-08-05, Taux d'occupation: 45%",63
Tours,150,Junior,Jonathan Patton,Myers LLC,Software Testing,2023-09-07,2026-06-11,73%,DSIA,"Localisation: Tours, Nom: Jonathan Patton, Compétences: Software Testing, Mission en cours: Myers LLC, Date de début de mission: 2023-09-07, Date de fin de mission: 2026-06-11, Taux d'occupation: 73%",61
Mtp,170,Junior,Anthony Leon,Hendrix Ltd,Software Testing,2022-06-27,2025-07-22,11%,DSIA,"Localisation: Mtp, Nom: Anthony Leon, Compétences: Software Testing, Mission en cours: Hendrix Ltd, Date de début de mission: 2022-06-27, Date de fin de mission: 2025-07-22, Taux d'occupation: 11%",63
Paris,105,Confirmé,Gregory Johnston,Moss-Chen,Web Development,2022-08-16,2025-07-19,47%,TALEND,"Localisation: Paris, Nom: Gregory Johnston, Compétences: Web Development, Mission en cours: Moss-Chen, Date de début de mission: 2022-08-16, Date de fin de mission: 2025-07-19, Taux d'occupation: 47%",62
Tours,150,Expert,John Crawford,"Bryan, Hooper and Holmes",Mobile Development,2022-06-13,2026-04-27,47%,ODI,"Localisation: Tours, Nom: John Crawford, Compétences: Mobile Development, Mission en cours: Bryan, Hooper and Holmes, Date de début de mission: 2022-06-13, Date de fin de mission: 2026-04-27, Taux d'occupation: 47%",65
Paris,100,Expert,Scott Rivera,Petersen Group,Cybersecurity,2022-10-14,2026-03-14,34%,SSIS,"Localisation: Paris, Nom: Scott Rivera, Compétences: Cybersecurity, Mission en cours: Petersen Group, Date de début de mission: 2022-10-14, Date de fin de mission: 2026-03-14, Taux d'occupation: 34%",62
Tours,150,Junior,Janet Garcia,"Freeman, Garcia and Baker",Web Development,2022-10-09,2025-06-08,42%,DSIA,"Localisation: Tours, Nom: Janet Garcia, Compétences: Web Development, Mission en cours: Freeman, Garcia and Baker, Date de début de mission: 2022-10-09, Date de fin de mission: 2025-06-08, Taux d'occupation: 42%",64
Paris,100,Expert,Douglas Johnson,Olson-Huff,Machine Learning,2023-06-04,2025-02-08,43%,TALEND,"Localisation: Paris, Nom: Douglas Johnson, Compétences: Machine Learning, Mission en cours: Olson-Huff, Date de début de mission: 2023-06-04, Date de fin de mission: 2025-02-08, Taux d'occupation: 43%",62
Mtp,100,Confirmé,Michael Brown,Lane-Daniels,Business Analysis,2024-05-06,2024-11-19,63%,DSIA,"Localisation: Mtp, Nom: Michael Brown, Compétences: Business Analysis, Mission en cours: Lane-Daniels, Date de début de mission: 2024-05-06, Date de fin de mission: 2024-11-19, Taux d'occupation: 63%",64
